dataset,seed,method,review_rate,accepted_fraction,accepted_error
Breast cancer: benign vs malignant,49.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,49.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,49.0,learned reject,0.2,0.8,0.0125
Breast cancer: benign vs malignant,49.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,49.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,49.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,49.0,learned reject,0.3,0.7,0.014285714285714285
Breast cancer: benign vs malignant,49.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,49.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,49.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,49.0,learned reject,0.4,0.6,0.008333333333333333
Digits: 3 vs 5,0.0,SEF,0.0,1.0,0.015625
Digits: 3 vs 5,0.0,confidence,0.0,1.0,0.015625
Digits: 3 vs 5,0.0,confidence+SEF,0.0,1.0,0.015625
Digits: 3 vs 5,0.0,learned reject,0.0,1.0,0.015625
Digits: 3 vs 5,0.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,0.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,0.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,0.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,0.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,0.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,0.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,0.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,0.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,0.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,0.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,0.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,0.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,0.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,0.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,0.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,0.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,0.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,0.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,0.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,1.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,1.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,1.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,1.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,1.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,1.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,1.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,1.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,1.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,1.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,1.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,1.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,1.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,1.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,1.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,1.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,1.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,1.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,1.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,1.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,1.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,1.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,1.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,1.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,2.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,2.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,2.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,2.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,2.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,2.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,2.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,2.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,2.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,2.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,2.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,2.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,2.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,2.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,2.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,2.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,2.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,2.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,2.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,2.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,2.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,2.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,2.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,2.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,3.0,SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,3.0,confidence,0.0,1.0,0.0078125
Digits: 3 vs 5,3.0,confidence+SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,3.0,learned reject,0.0,1.0,0.0078125
Digits: 3 vs 5,3.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,3.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,3.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,3.0,learned reject,0.05,0.95,0.00819672131147541
Digits: 3 vs 5,3.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,3.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,3.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,3.0,learned reject,0.1,0.9,0.008620689655172414
Digits: 3 vs 5,3.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,3.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,3.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,3.0,learned reject,0.2,0.8,0.009708737864077669
Digits: 3 vs 5,3.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,3.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,3.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,3.0,learned reject,0.3,0.7,0.011111111111111112
Digits: 3 vs 5,3.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,3.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,3.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,3.0,learned reject,0.4,0.6,0.012987012987012988
Digits: 3 vs 5,4.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,4.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,4.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,4.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,4.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,4.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,4.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,4.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,4.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,4.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,4.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,4.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,4.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,4.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,4.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,4.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,4.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,4.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,4.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,4.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,4.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,4.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,4.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,4.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,5.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,5.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,5.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,5.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,5.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,5.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,5.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,5.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,5.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,5.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,5.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,5.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,5.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,5.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,5.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,5.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,5.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,5.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,5.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,5.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,5.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,5.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,5.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,5.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,6.0,SEF,0.0,1.0,0.015625
Digits: 3 vs 5,6.0,confidence,0.0,1.0,0.015625
Digits: 3 vs 5,6.0,confidence+SEF,0.0,1.0,0.015625
Digits: 3 vs 5,6.0,learned reject,0.0,1.0,0.015625
Digits: 3 vs 5,6.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,6.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,6.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,6.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,6.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,6.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,6.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,6.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,6.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,6.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,6.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,6.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,6.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,6.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,6.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,6.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,6.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,6.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,6.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,6.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,7.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,7.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,7.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,7.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,7.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,7.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,7.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,7.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,7.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,7.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,7.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,7.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,7.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,7.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,7.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,7.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,7.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,7.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,7.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,7.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,7.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,7.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,7.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,7.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,8.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,8.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,8.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,8.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,8.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,8.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,8.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,8.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,8.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,8.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,8.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,8.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,8.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,8.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,8.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,8.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,8.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,8.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,8.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,8.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,8.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,8.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,8.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,8.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,9.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,9.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,9.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,9.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,9.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,9.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,9.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,9.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,9.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,9.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,9.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,9.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,9.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,9.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,9.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,9.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,9.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,9.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,9.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,9.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,9.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,9.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,9.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,9.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,10.0,SEF,0.0,1.0,0.015625
Digits: 3 vs 5,10.0,confidence,0.0,1.0,0.015625
Digits: 3 vs 5,10.0,confidence+SEF,0.0,1.0,0.015625
Digits: 3 vs 5,10.0,learned reject,0.0,1.0,0.015625
Digits: 3 vs 5,10.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,10.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,10.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,10.0,learned reject,0.05,0.95,0.01639344262295082
Digits: 3 vs 5,10.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,10.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,10.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,10.0,learned reject,0.1,0.9,0.008620689655172414
Digits: 3 vs 5,10.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,10.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,10.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,10.0,learned reject,0.2,0.8,0.009708737864077669
Digits: 3 vs 5,10.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,10.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,10.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,10.0,learned reject,0.3,0.7,0.011111111111111112
Digits: 3 vs 5,10.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,10.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,10.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,10.0,learned reject,0.4,0.6,0.012987012987012988
Digits: 3 vs 5,11.0,SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,11.0,confidence,0.0,1.0,0.0078125
Digits: 3 vs 5,11.0,confidence+SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,11.0,learned reject,0.0,1.0,0.0078125
Digits: 3 vs 5,11.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,11.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,11.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,11.0,learned reject,0.05,0.95,0.00819672131147541
Digits: 3 vs 5,11.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,11.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,11.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,11.0,learned reject,0.1,0.9,0.008620689655172414
Digits: 3 vs 5,11.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,11.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,11.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,11.0,learned reject,0.2,0.8,0.009708737864077669
Digits: 3 vs 5,11.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,11.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,11.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,11.0,learned reject,0.3,0.7,0.011111111111111112
Digits: 3 vs 5,11.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,11.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,11.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,11.0,learned reject,0.4,0.6,0.012987012987012988
Digits: 3 vs 5,12.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,12.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,12.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,12.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,12.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,12.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,12.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,12.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,12.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,12.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,12.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,12.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,12.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,12.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,12.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,12.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,12.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,12.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,12.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,12.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,12.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,12.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,12.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,12.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,13.0,SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,13.0,confidence,0.0,1.0,0.0078125
Digits: 3 vs 5,13.0,confidence+SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,13.0,learned reject,0.0,1.0,0.0078125
Digits: 3 vs 5,13.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,13.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,13.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,13.0,learned reject,0.05,0.95,0.00819672131147541
Digits: 3 vs 5,13.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,13.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,13.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,13.0,learned reject,0.1,0.9,0.008620689655172414
Digits: 3 vs 5,13.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,13.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,13.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,13.0,learned reject,0.2,0.8,0.009708737864077669
Digits: 3 vs 5,13.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,13.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,13.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,13.0,learned reject,0.3,0.7,0.011111111111111112
Digits: 3 vs 5,13.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,13.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,13.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,13.0,learned reject,0.4,0.6,0.012987012987012988
Digits: 3 vs 5,14.0,SEF,0.0,1.0,0.015625
Digits: 3 vs 5,14.0,confidence,0.0,1.0,0.015625
Digits: 3 vs 5,14.0,confidence+SEF,0.0,1.0,0.015625
Digits: 3 vs 5,14.0,learned reject,0.0,1.0,0.015625
Digits: 3 vs 5,14.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,14.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,14.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,14.0,learned reject,0.05,0.95,0.01639344262295082
Digits: 3 vs 5,14.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,14.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,14.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,14.0,learned reject,0.1,0.9,0.017241379310344827
Digits: 3 vs 5,14.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,14.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,14.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,14.0,learned reject,0.2,0.8,0.019417475728155338
Digits: 3 vs 5,14.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,14.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,14.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,14.0,learned reject,0.3,0.7,0.022222222222222223
Digits: 3 vs 5,14.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,14.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,14.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,14.0,learned reject,0.4,0.6,0.025974025974025976
Digits: 3 vs 5,15.0,SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,15.0,confidence,0.0,1.0,0.0078125
Digits: 3 vs 5,15.0,confidence+SEF,0.0,1.0,0.0078125
Digits: 3 vs 5,15.0,learned reject,0.0,1.0,0.0078125
Digits: 3 vs 5,15.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,15.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,15.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,15.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,15.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,15.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,15.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,15.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,15.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,15.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,15.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,15.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,15.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,15.0,confidence,0.3,0.7,0.0
Digits: 3 vs 5,15.0,confidence+SEF,0.3,0.7,0.0
Digits: 3 vs 5,15.0,learned reject,0.3,0.7,0.0
Digits: 3 vs 5,15.0,SEF,0.4,0.6,0.0
Digits: 3 vs 5,15.0,confidence,0.4,0.6,0.0
Digits: 3 vs 5,15.0,confidence+SEF,0.4,0.6,0.0
Digits: 3 vs 5,15.0,learned reject,0.4,0.6,0.0
Digits: 3 vs 5,16.0,SEF,0.0,1.0,0.0
Digits: 3 vs 5,16.0,confidence,0.0,1.0,0.0
Digits: 3 vs 5,16.0,confidence+SEF,0.0,1.0,0.0
Digits: 3 vs 5,16.0,learned reject,0.0,1.0,0.0
Digits: 3 vs 5,16.0,SEF,0.05,0.95,0.0
Digits: 3 vs 5,16.0,confidence,0.05,0.95,0.0
Digits: 3 vs 5,16.0,confidence+SEF,0.05,0.95,0.0
Digits: 3 vs 5,16.0,learned reject,0.05,0.95,0.0
Digits: 3 vs 5,16.0,SEF,0.1,0.9,0.0
Digits: 3 vs 5,16.0,confidence,0.1,0.9,0.0
Digits: 3 vs 5,16.0,confidence+SEF,0.1,0.9,0.0
Digits: 3 vs 5,16.0,learned reject,0.1,0.9,0.0
Digits: 3 vs 5,16.0,SEF,0.2,0.8,0.0
Digits: 3 vs 5,16.0,confidence,0.2,0.8,0.0
Digits: 3 vs 5,16.0,confidence+SEF,0.2,0.8,0.0
Digits: 3 vs 5,16.0,learned reject,0.2,0.8,0.0
Digits: 3 vs 5,16.0,SEF,0.3,0.7,0.0
Digits: 3 vs 5,16.0,confidence,0.3,0.7,0.0
