dataset,model,seed,test_error,low_conflict_error,high_conflict_error,high_res_error,low_res_error,mean_conflict,mean_stability,mean_res,sef_triage_error_10,confidence_triage_error_10,sef_triage_error_20,confidence_triage_error_20,sef_triage_error_30,confidence_triage_error_30
Breast cancer,Gradient boosting,19.0,0.02,0.0,0.08,0.0,0.08,0.3284276935825571,0.9816136343960881,0.6604000161301283,0.016666666666666666,0.011111111111111112,0.00625,0.00625,0.0,0.0
Digits,Random forest,0.0,0.0234375,0.0,0.09375,0.0,0.09375,0.31140546059977214,0.9893380029139534,0.680947932729044,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,0.0,0.0234375,0.0,0.09375,0.0,0.09375,0.2021888086661235,0.9983473797229248,0.7964848416751205,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,1.0,0.0078125,0.0,0.03125,0.0,0.03125,0.31448453991623143,0.9864186933768871,0.675941262734578,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,1.0,0.015625,0.0,0.0625,0.0,0.0625,0.2398230687788665,0.9944559095120256,0.7562403872343193,0.008620689655172414,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,2.0,0.0078125,0.0,0.03125,0.0,0.03125,0.329495067403474,0.9856063109387857,0.6610628411810419,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,2.0,0.015625,0.0,0.0625,0.0,0.0625,0.29862340999736725,0.9943986221970063,0.6971865377391866,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,3.0,0.015625,0.0,0.0625,0.0,0.0625,0.3057266726771505,0.9891428137302464,0.6865995588084921,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,3.0,0.015625,0.0,0.0625,0.0,0.0625,0.24802082545512988,0.9946820984591884,0.7482132700934101,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,4.0,0.0078125,0.0,0.03125,0.0,0.03125,0.28304245461115896,0.988462214942708,0.7088327421740288,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,4.0,0.015625,0.0,0.0625,0.0,0.0625,0.21889692350614426,0.9954454181303105,0.7774911451026121,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,5.0,0.0,0.0,0.0,0.0,0.0,0.27498573268746107,0.9911412514004021,0.7184035864534022,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,5.0,0.0,0.0,0.0,0.0,0.0,0.23471311295607641,0.9958982545985862,0.7621694225641991,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,6.0,0.0234375,0.0,0.09375,0.0,0.09375,0.30247476429608616,0.9841500549105212,0.6861858015577831,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,6.0,0.015625,0.0,0.0625,0.0,0.0625,0.25163525001309434,0.9924740187216388,0.7431974491646522,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,7.0,0.015625,0.0,0.0625,0.0,0.0625,0.29462046605302694,0.9883915347556029,0.696955148151063,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,7.0,0.03125,0.0,0.125,0.0,0.125,0.21592844054414798,0.9981925942401928,0.782754796510924,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,8.0,0.0,0.0,0.0,0.0,0.0,0.2842739003111497,0.9816324746791577,0.702297478256363,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,8.0,0.0078125,0.0,0.03125,0.0,0.03125,0.24194172070394854,0.9894965307293896,0.7507850191198329,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,9.0,0.0,0.0,0.0,0.0,0.0,0.305749039438422,0.9883221767942316,0.6862450735358502,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,9.0,0.0078125,0.0,0.03125,0.0,0.03125,0.2513957691781402,0.9951842377052172,0.7452640488870463,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,10.0,0.015625,0.0,0.0625,0.0,0.0625,0.274375071032615,0.9876505557466949,0.7163671104659901,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,10.0,0.0234375,0.0,0.09375,0.0,0.09375,0.2158930004730618,0.9971544075878912,0.7818917775973236,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,11.0,0.0078125,0.0,0.03125,0.0,0.03125,0.2909588739123602,0.9789132488033507,0.69404329757714,0.008620689655172414,0.0,0.009708737864077669,0.0,0.0,0.0
Digits,Gradient boosting,11.0,0.015625,0.0,0.0625,0.0,0.0625,0.2615638853768514,0.9887589961026293,0.7302994065280886,0.008620689655172414,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,12.0,0.0,0.0,0.0,0.0,0.0,0.3384370803005696,0.9884177872058572,0.653389989056208,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,12.0,0.0078125,0.0,0.03125,0.0,0.03125,0.3026370913812456,0.9942311184054562,0.6929327306187402,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,13.0,0.015625,0.0,0.0625,0.0,0.0625,0.3281391443336338,0.9888794462775645,0.6642779884994051,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,13.0,0.03125,0.0,0.125,0.0,0.125,0.2670757688314255,0.996092464094744,0.7302867441981211,0.008620689655172414,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,14.0,0.0078125,0.0,0.0,0.0,0.0,0.3203520873989636,0.9869098967092964,0.6705110961751823,0.008620689655172414,0.0,0.009708737864077669,0.0,0.011111111111111112,0.0
Digits,Gradient boosting,14.0,0.0078125,0.0,0.03125,0.0,0.03125,0.2505607178046621,0.9930939768780742,0.7450335217408264,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,15.0,0.015625,0.0,0.0625,0.0,0.0625,0.3165764481819153,0.9838084691112079,0.6726066415649092,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,15.0,0.0078125,0.0,0.03125,0.0,0.03125,0.2276902260422689,0.9912813476739946,0.7665424427627103,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,16.0,0.0,0.0,0.0,0.0,0.0,0.3009315693640141,0.9793111500538817,0.6847580791624395,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,16.0,0.0078125,0.0,0.03125,0.0,0.03125,0.2572873795326537,0.9892601504438563,0.7347375760303518,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,17.0,0.0078125,0.0,0.03125,0.0,0.03125,0.28593326279494846,0.989683837216994,0.7066059969539391,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,17.0,0.0234375,0.0,0.09375,0.0,0.09375,0.22693759256444895,0.992995931080222,0.7685832519871969,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,18.0,0.0078125,0.0,0.03125,0.0,0.03125,0.28809405080073747,0.9835881822636412,0.700026399054241,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,18.0,0.015625,0.0,0.0625,0.0,0.0625,0.23494912008558358,0.9934040411117598,0.7603199443370117,0.0,0.0,0.0,0.0,0.0,0.0
Digits,Random forest,19.0,0.015625,0.0,0.0625,0.0,0.0625,0.32227890161138373,0.9861011242567937,0.6682757275326482,0.017241379310344827,0.0,0.0,0.0,0.0,0.0
Digits,Gradient boosting,19.0,0.015625,0.0,0.0625,0.0,0.0625,0.2822096689926914,0.9903347600951456,0.7127065415256768,0.008620689655172414,0.008620689655172414,0.009708737864077669,0.0,0.0,0.0
