dataset,openml_name,openml_version,seed,method,top_quartile_error,error_auc,mean_score
Heart disease,heart-statlog,1,8,Attribution Gini spread,0.0,0.362962962962963,0.8656044616507841
Heart disease,heart-statlog,1,8,Low confidence,0.08333333333333333,0.5851851851851851,0.04350705368782185
Heart disease,heart-statlog,1,8,SEF-entropy rank correlation,0.23827616152844117,,
Heart disease,heart-statlog,1,9,SEF conflict,0.16666666666666666,0.7386363636363635,0.3535009833253324
Heart disease,heart-statlog,1,9,Attribution entropy,0.16666666666666666,0.6931818181818181,0.8784964295409264
Heart disease,heart-statlog,1,9,Attribution Gini spread,0.16666666666666666,0.7954545454545454,0.871258029639263
Heart disease,heart-statlog,1,9,Low confidence,0.3333333333333333,0.8806818181818182,0.04152459009854209
Heart disease,heart-statlog,1,9,SEF-entropy rank correlation,0.06274424663482414,,
Heart disease,heart-statlog,1,10,SEF conflict,0.0,0.42553191489361697,0.3422895709770391
Heart disease,heart-statlog,1,10,Attribution entropy,0.0,0.7234042553191489,0.8667807747616694
Heart disease,heart-statlog,1,10,Attribution Gini spread,0.0,0.7234042553191489,0.8623721056650938
Heart disease,heart-statlog,1,10,Low confidence,0.08333333333333333,0.8936170212765957,0.04076941467883242
Heart disease,heart-statlog,1,10,SEF-entropy rank correlation,0.016283108988276163,,
Heart disease,heart-statlog,1,11,SEF conflict,0.16666666666666666,0.7441860465116279,0.36079632807045486
Heart disease,heart-statlog,1,11,Attribution entropy,0.16666666666666666,0.613953488372093,0.8886596061130643
Heart disease,heart-statlog,1,11,Attribution Gini spread,0.16666666666666666,0.5953488372093023,0.876452451836509
Heart disease,heart-statlog,1,11,Low confidence,0.25,0.7488372093023257,0.03437718821999634
Heart disease,heart-statlog,1,11,SEF-entropy rank correlation,0.32989578810247505,,
Heart disease,heart-statlog,1,12,SEF conflict,0.16666666666666666,0.7954545454545454,0.3075812033693395
Heart disease,heart-statlog,1,12,Attribution entropy,0.0,0.28977272727272724,0.8533850547250091
Heart disease,heart-statlog,1,12,Attribution Gini spread,0.0,0.3181818181818182,0.849476356754462
Heart disease,heart-statlog,1,12,Low confidence,0.25,0.8352272727272726,0.022662473200574924
Heart disease,heart-statlog,1,12,SEF-entropy rank correlation,-0.09976118106817196,,
Heart disease,heart-statlog,1,13,SEF conflict,0.25,0.7534883720930232,0.4032704743724261
Heart disease,heart-statlog,1,13,Attribution entropy,0.08333333333333333,0.413953488372093,0.8991189891781749
Heart disease,heart-statlog,1,13,Attribution Gini spread,0.08333333333333333,0.3534883720930232,0.8800894611905096
Heart disease,heart-statlog,1,13,Low confidence,0.08333333333333333,0.627906976744186,0.037510112462521915
Heart disease,heart-statlog,1,13,SEF-entropy rank correlation,0.13797221016066,,
Heart disease,heart-statlog,1,14,SEF conflict,0.08333333333333333,0.7851851851851852,0.3213721494387645
Heart disease,heart-statlog,1,14,Attribution entropy,0.0,0.6074074074074074,0.8981960822929264
Heart disease,heart-statlog,1,14,Attribution Gini spread,0.0,0.6666666666666666,0.8800058081086405
Heart disease,heart-statlog,1,14,Low confidence,0.16666666666666666,0.9037037037037037,0.027605375409875687
Heart disease,heart-statlog,1,14,SEF-entropy rank correlation,0.25575336517585756,,
Heart disease,heart-statlog,1,15,SEF conflict,0.16666666666666666,0.8444444444444444,0.37329229001068737
Heart disease,heart-statlog,1,15,Attribution entropy,0.08333333333333333,0.48148148148148145,0.8896559744902963
Heart disease,heart-statlog,1,15,Attribution Gini spread,0.08333333333333333,0.4666666666666667,0.8765765850884901
Heart disease,heart-statlog,1,15,Low confidence,0.16666666666666666,0.8296296296296296,0.04869835804407611
Heart disease,heart-statlog,1,15,SEF-entropy rank correlation,0.1028006947459835,,
Heart disease,heart-statlog,1,16,SEF conflict,0.08333333333333333,1.0,0.3326221584602072
Heart disease,heart-statlog,1,16,Attribution entropy,0.0,0.3191489361702128,0.8786517823940562
Heart disease,heart-statlog,1,16,Attribution Gini spread,0.0,0.1063829787234043,0.871699234342351
Heart disease,heart-statlog,1,16,Low confidence,0.08333333333333333,0.8936170212765957,0.06126287453914301
Heart disease,heart-statlog,1,16,SEF-entropy rank correlation,-0.050694745983499774,,
Heart disease,heart-statlog,1,17,SEF conflict,0.08333333333333333,1.0,0.34286400689603497
Heart disease,heart-statlog,1,17,Attribution entropy,0.0,0.21276595744680848,0.8838126119597868
Heart disease,heart-statlog,1,17,Attribution Gini spread,0.0,0.21276595744680848,0.8737436298862417
Heart disease,heart-statlog,1,17,Low confidence,0.0,0.6595744680851063,0.03864005745420118
Heart disease,heart-statlog,1,17,SEF-entropy rank correlation,0.23860182370820665,,
Heart disease,heart-statlog,1,18,SEF conflict,0.16666666666666666,0.7481481481481481,0.35210860141713257
Heart disease,heart-statlog,1,18,Attribution entropy,0.0,0.4074074074074074,0.8725206649345632
Heart disease,heart-statlog,1,18,Attribution Gini spread,0.0,0.3925925925925926,0.8675749546205292
Heart disease,heart-statlog,1,18,Low confidence,0.16666666666666666,0.8518518518518519,0.03782072371073789
Heart disease,heart-statlog,1,18,SEF-entropy rank correlation,-0.02116804168475901,,
Heart disease,heart-statlog,1,19,SEF conflict,0.16666666666666666,0.7784090909090909,0.3798182226178599
Heart disease,heart-statlog,1,19,Attribution entropy,0.0,0.3465909090909091,0.8651806977971516
Heart disease,heart-statlog,1,19,Attribution Gini spread,0.0,0.3977272727272727,0.8637095175883127
Heart disease,heart-statlog,1,19,Low confidence,0.08333333333333333,0.7329545454545454,0.04000693896223823
Heart disease,heart-statlog,1,19,SEF-entropy rank correlation,-0.050694745983499774,,
Heart disease,heart-statlog,1,20,SEF conflict,0.08333333333333333,0.7777777777777777,0.38722762559251206
Heart disease,heart-statlog,1,20,Attribution entropy,0.08333333333333333,0.7111111111111111,0.8657367501436853
Heart disease,heart-statlog,1,20,Attribution Gini spread,0.08333333333333333,0.7037037037037037,0.8628319963213427
Heart disease,heart-statlog,1,20,Low confidence,0.08333333333333333,0.762962962962963,0.05547388352841673
Heart disease,heart-statlog,1,20,SEF-entropy rank correlation,0.4333478072079896,,
Heart disease,heart-statlog,1,21,SEF conflict,0.08333333333333333,0.9148936170212766,0.2749106571719225
Heart disease,heart-statlog,1,21,Attribution entropy,0.0,0.021276595744680882,0.8416254064128629
Heart disease,heart-statlog,1,21,Attribution Gini spread,0.0,0.021276595744680882,0.8538752447224591
Heart disease,heart-statlog,1,21,Low confidence,0.0,0.5531914893617021,0.0449690802774598
Heart disease,heart-statlog,1,21,SEF-entropy rank correlation,0.040924880590534084,,
Heart disease,heart-statlog,1,22,SEF conflict,0.25,0.8409090909090908,0.3083394070176251
Heart disease,heart-statlog,1,22,Attribution entropy,0.0,0.28977272727272724,0.8247910902088803
Heart disease,heart-statlog,1,22,Attribution Gini spread,0.0,0.2954545454545454,0.8382724668949221
Heart disease,heart-statlog,1,22,Low confidence,0.16666666666666666,0.7670454545454546,0.027113248347352525
Heart disease,heart-statlog,1,22,SEF-entropy rank correlation,-0.014871906209292227,,
Heart disease,heart-statlog,1,23,SEF conflict,0.08333333333333333,0.6630434782608696,0.34391402405501753
Heart disease,heart-statlog,1,23,Attribution entropy,0.0,0.25,0.8881882140660706
Heart disease,heart-statlog,1,23,Attribution Gini spread,0.0,0.28260869565217395,0.8794574965510863
Heart disease,heart-statlog,1,23,Low confidence,0.0,0.6847826086956522,0.04923868556955718
Heart disease,heart-statlog,1,23,SEF-entropy rank correlation,0.12092922275293096,,
Heart disease,heart-statlog,1,24,SEF conflict,0.0,0.4042553191489362,0.2816882569596534
Heart disease,heart-statlog,1,24,Attribution entropy,0.0,0.0,0.8425119228908656
Heart disease,heart-statlog,1,24,Attribution Gini spread,0.0,0.0,0.8533682178145491
Heart disease,heart-statlog,1,24,Low confidence,0.0,0.276595744680851,0.03503124870322145
Heart disease,heart-statlog,1,24,SEF-entropy rank correlation,0.14730785931393833,,
Heart disease,heart-statlog,1,25,SEF conflict,0.0,0.5760869565217391,0.345930401819353
Heart disease,heart-statlog,1,25,Attribution entropy,0.0,0.6086956521739131,0.8553916850813884
Heart disease,heart-statlog,1,25,Attribution Gini spread,0.08333333333333333,0.6304347826086957,0.861139828878226
Heart disease,heart-statlog,1,25,Low confidence,0.0,0.5978260869565217,0.04743126630496539
Heart disease,heart-statlog,1,25,SEF-entropy rank correlation,-0.0019539730785931393,,
Heart disease,heart-statlog,1,26,SEF conflict,0.16666666666666666,1.0,0.3449360248625349
Heart disease,heart-statlog,1,26,Attribution entropy,0.0,0.10869565217391303,0.8951782016528419
Heart disease,heart-statlog,1,26,Attribution Gini spread,0.0,0.11956521739130432,0.8754210253925186
Heart disease,heart-statlog,1,26,Low confidence,0.0,0.7391304347826086,0.03206923940760705
Heart disease,heart-statlog,1,26,SEF-entropy rank correlation,0.3308727746417716,,
Heart disease,heart-statlog,1,27,SEF conflict,0.25,0.6930232558139534,0.32904401368273345
Heart disease,heart-statlog,1,27,Attribution entropy,0.0,0.31162790697674425,0.8604727642018486
Heart disease,heart-statlog,1,27,Attribution Gini spread,0.0,0.3023255813953488,0.8701585674252761
Heart disease,heart-statlog,1,27,Low confidence,0.16666666666666666,0.6790697674418604,0.0405765569387807
Heart disease,heart-statlog,1,27,SEF-entropy rank correlation,0.006404689535388623,,
Heart disease,heart-statlog,1,28,SEF conflict,0.16666666666666666,0.6962962962962962,0.23367224303567266
Heart disease,heart-statlog,1,28,Attribution entropy,0.08333333333333333,0.3851851851851852,0.8131977309829139
Heart disease,heart-statlog,1,28,Attribution Gini spread,0.0,0.4074074074074074,0.845853013407344
Heart disease,heart-statlog,1,28,Low confidence,0.08333333333333333,0.6814814814814815,0.030898876631853655
Heart disease,heart-statlog,1,28,SEF-entropy rank correlation,0.01910551454624403,,
Heart disease,heart-statlog,1,29,SEF conflict,0.08333333333333333,0.6296296296296297,0.3063830919860295
Heart disease,heart-statlog,1,29,Attribution entropy,0.0,0.1185185185185185,0.8616239034115362
Heart disease,heart-statlog,1,29,Attribution Gini spread,0.0,0.09629629629629632,0.8587677921800366
Heart disease,heart-statlog,1,29,Low confidence,0.08333333333333333,0.6,0.044535716933842416
Heart disease,heart-statlog,1,29,SEF-entropy rank correlation,0.11387320885801129,,
Heart disease,heart-statlog,1,30,SEF conflict,0.16666666666666666,0.8222222222222222,0.3005491684394392
Heart disease,heart-statlog,1,30,Attribution entropy,0.0,0.21481481481481476,0.8319350540661677
Heart disease,heart-statlog,1,30,Attribution Gini spread,0.0,0.23703703703703705,0.8436651462705861
Heart disease,heart-statlog,1,30,Low confidence,0.08333333333333333,0.7259259259259259,0.048766578005495005
Heart disease,heart-statlog,1,30,SEF-entropy rank correlation,-0.12418584455058619,,
Heart disease,heart-statlog,1,31,SEF conflict,0.08333333333333333,0.5852272727272727,0.3405435229949201
Heart disease,heart-statlog,1,31,Attribution entropy,0.08333333333333333,0.44886363636363635,0.8764861448236761
Heart disease,heart-statlog,1,31,Attribution Gini spread,0.0,0.4375,0.8675026120769238
Heart disease,heart-statlog,1,31,Low confidence,0.08333333333333333,0.6079545454545454,0.03956845293309549
Heart disease,heart-statlog,1,31,SEF-entropy rank correlation,-0.020191055145462437,,
Heart disease,heart-statlog,1,32,SEF conflict,0.08333333333333333,0.75,0.3373212029015101
Heart disease,heart-statlog,1,32,Attribution entropy,0.0,0.5652173913043478,0.8313918891244908
Heart disease,heart-statlog,1,32,Attribution Gini spread,0.0,0.6630434782608696,0.8437968414798246
Heart disease,heart-statlog,1,32,Low confidence,0.16666666666666666,0.9130434782608696,0.04773503249418464
Heart disease,heart-statlog,1,32,SEF-entropy rank correlation,0.1295049934867564,,
Heart disease,heart-statlog,1,33,SEF conflict,0.16666666666666666,0.8296296296296295,0.288694639226366
Heart disease,heart-statlog,1,33,Attribution entropy,0.0,0.34074074074074073,0.8348737954045719
Heart disease,heart-statlog,1,33,Attribution Gini spread,0.0,0.31851851851851853,0.8443717748670618
Heart disease,heart-statlog,1,33,Low confidence,0.08333333333333333,0.6222222222222222,0.02266321957514589
Heart disease,heart-statlog,1,33,SEF-entropy rank correlation,0.2183022145028224,,
Heart disease,heart-statlog,1,34,SEF conflict,0.25,0.8522727272727273,0.32574996809193585
Heart disease,heart-statlog,1,34,Attribution entropy,0.0,0.1477272727272727,0.8339434637136881
Heart disease,heart-statlog,1,34,Attribution Gini spread,0.0,0.1590909090909091,0.8471393301207408
Heart disease,heart-statlog,1,34,Low confidence,0.16666666666666666,0.6875,0.03558885502131575
Heart disease,heart-statlog,1,34,SEF-entropy rank correlation,0.10844550586191924,,
Heart disease,heart-statlog,1,35,SEF conflict,0.08333333333333333,0.6306818181818181,0.3340841854226037
Heart disease,heart-statlog,1,35,Attribution entropy,0.0,0.49431818181818177,0.8232712084706728
Heart disease,heart-statlog,1,35,Attribution Gini spread,0.08333333333333333,0.5113636363636365,0.8462820031636643
Heart disease,heart-statlog,1,35,Low confidence,0.16666666666666666,0.6477272727272727,0.04777384481227542
Heart disease,heart-statlog,1,35,SEF-entropy rank correlation,-0.019648284845853233,,
Heart disease,heart-statlog,1,36,SEF conflict,0.25,0.7727272727272727,0.3777334261207957
Heart disease,heart-statlog,1,36,Attribution entropy,0.0,0.32954545454545453,0.9048318265882219
Heart disease,heart-statlog,1,36,Attribution Gini spread,0.0,0.3352272727272727,0.8823963777001557
Heart disease,heart-statlog,1,36,Low confidence,0.08333333333333333,0.7159090909090908,0.04944182243555053
Heart disease,heart-statlog,1,36,SEF-entropy rank correlation,-0.0589448545375597,,
Heart disease,heart-statlog,1,37,SEF conflict,0.16666666666666666,0.6193181818181818,0.3424673034397416
Heart disease,heart-statlog,1,37,Attribution entropy,0.0,0.39772727272727276,0.8759665393330355
Heart disease,heart-statlog,1,37,Attribution Gini spread,0.0,0.40909090909090906,0.8648290901095939
Heart disease,heart-statlog,1,37,Low confidence,0.16666666666666666,0.6647727272727273,0.023116504779014547
Heart disease,heart-statlog,1,37,SEF-entropy rank correlation,0.14144594007815894,,
Heart disease,heart-statlog,1,38,SEF conflict,0.08333333333333333,0.6647727272727273,0.3761901922635847
Heart disease,heart-statlog,1,38,Attribution entropy,0.0,0.29545454545454547,0.902287877999057
Heart disease,heart-statlog,1,38,Attribution Gini spread,0.0,0.34659090909090906,0.8831057672096986
Heart disease,heart-statlog,1,38,Low confidence,0.08333333333333333,0.5738636363636364,0.043943173192478334
Heart disease,heart-statlog,1,38,SEF-entropy rank correlation,-0.04233608336951802,,
Heart disease,heart-statlog,1,39,SEF conflict,0.4166666666666667,0.8055555555555556,0.35792085144805846
Heart disease,heart-statlog,1,39,Attribution entropy,0.08333333333333333,0.4642857142857143,0.8458185335652185
Heart disease,heart-statlog,1,39,Attribution Gini spread,0.08333333333333333,0.43253968253968256,0.8611176390809713
Heart disease,heart-statlog,1,39,Low confidence,0.16666666666666666,0.7738095238095238,0.05185373892324438
Heart disease,heart-statlog,1,39,SEF-entropy rank correlation,0.10898827616152842,,
Heart disease,heart-statlog,1,40,SEF conflict,0.16666666666666666,0.8015873015873016,0.3826641503942659
Heart disease,heart-statlog,1,40,Attribution entropy,0.08333333333333333,0.44047619047619047,0.8756265851116799
Heart disease,heart-statlog,1,40,Attribution Gini spread,0.08333333333333333,0.42460317460317454,0.8714621466394773
Heart disease,heart-statlog,1,40,Low confidence,0.25,0.8015873015873015,0.05421924528369395
Heart disease,heart-statlog,1,40,SEF-entropy rank correlation,0.0766391663048198,,
Heart disease,heart-statlog,1,41,SEF conflict,0.0,0.5,0.32952792674772713
Heart disease,heart-statlog,1,41,Attribution entropy,0.0,0.4782608695652174,0.8686004142134065
Heart disease,heart-statlog,1,41,Attribution Gini spread,0.0,0.5108695652173914,0.8646100202321083
Heart disease,heart-statlog,1,41,Low confidence,0.0,0.44565217391304346,0.029359816616641554
Heart disease,heart-statlog,1,41,SEF-entropy rank correlation,0.15338688666956143,,
Heart disease,heart-statlog,1,42,SEF conflict,0.25,0.6837209302325581,0.31211894950278657
Heart disease,heart-statlog,1,42,Attribution entropy,0.08333333333333333,0.35813953488372097,0.8111972288329016
Heart disease,heart-statlog,1,42,Attribution Gini spread,0.0,0.3581395348837209,0.8383680152314291
Heart disease,heart-statlog,1,42,Low confidence,0.25,0.6651162790697674,0.04064423091687249
Heart disease,heart-statlog,1,42,SEF-entropy rank correlation,-0.024533217542336085,,
Heart disease,heart-statlog,1,43,SEF conflict,0.08333333333333333,0.627906976744186,0.2823186266318036
Heart disease,heart-statlog,1,43,Attribution entropy,0.0,0.3395348837209302,0.8288824272872081
Heart disease,heart-statlog,1,43,Attribution Gini spread,0.0,0.3441860465116279,0.8559108427337305
Heart disease,heart-statlog,1,43,Low confidence,0.08333333333333333,0.5627906976744186,0.0356932643161905
Heart disease,heart-statlog,1,43,SEF-entropy rank correlation,0.06730351715154147,,
Heart disease,heart-statlog,1,44,SEF conflict,0.08333333333333333,0.5953488372093023,0.3670483717432562
Heart disease,heart-statlog,1,44,Attribution entropy,0.08333333333333333,0.3534883720930233,0.8688646049492509
Heart disease,heart-statlog,1,44,Attribution Gini spread,0.08333333333333333,0.3674418604651163,0.8551563727520536
Heart disease,heart-statlog,1,44,Low confidence,0.08333333333333333,0.6000000000000001,0.027589760110255195
Heart disease,heart-statlog,1,44,SEF-entropy rank correlation,0.3425966131133304,,
Heart disease,heart-statlog,1,45,SEF conflict,0.08333333333333333,0.6521739130434783,0.36001457982896995
Heart disease,heart-statlog,1,45,Attribution entropy,0.0,0.28260869565217395,0.8806421906475054
Heart disease,heart-statlog,1,45,Attribution Gini spread,0.0,0.2608695652173913,0.8705282074493924
Heart disease,heart-statlog,1,45,Low confidence,0.08333333333333333,0.5978260869565217,0.04911230264856089
Heart disease,heart-statlog,1,45,SEF-entropy rank correlation,0.1818280503690838,,
Heart disease,heart-statlog,1,46,SEF conflict,0.0,0.5333333333333334,0.3197415322808019
Heart disease,heart-statlog,1,46,Attribution entropy,0.0,0.2962962962962963,0.8884954303229887
Heart disease,heart-statlog,1,46,Attribution Gini spread,0.0,0.3333333333333333,0.8736344750137292
Heart disease,heart-statlog,1,46,Low confidence,0.08333333333333333,0.6592592592592592,0.028644464353512852
Heart disease,heart-statlog,1,46,SEF-entropy rank correlation,0.23773339122883194,,
Heart disease,heart-statlog,1,47,SEF conflict,0.0,0.6382978723404256,0.3197577242924739
Heart disease,heart-statlog,1,47,Attribution entropy,0.08333333333333333,0.9574468085106383,0.8678519848542926
Heart disease,heart-statlog,1,47,Attribution Gini spread,0.08333333333333333,0.9361702127659575,0.8709227239138851
Heart disease,heart-statlog,1,47,Low confidence,0.0,0.7021276595744681,0.049681384197849544
Heart disease,heart-statlog,1,47,SEF-entropy rank correlation,-0.14437689969604864,,
Heart disease,heart-statlog,1,48,SEF conflict,0.5,0.8606271777003484,0.3661152529440234
Heart disease,heart-statlog,1,48,Attribution entropy,0.08333333333333333,0.35191637630662015,0.8810615223185981
Heart disease,heart-statlog,1,48,Attribution Gini spread,0.08333333333333333,0.3588850174216027,0.8767517246101987
Heart disease,heart-statlog,1,48,Low confidence,0.3333333333333333,0.8397212543554007,0.032466376424958664
Heart disease,heart-statlog,1,48,SEF-entropy rank correlation,0.05937907077724707,,
Heart disease,heart-statlog,1,49,SEF conflict,0.16666666666666666,0.7925925925925925,0.3208779248247813
Heart disease,heart-statlog,1,49,Attribution entropy,0.08333333333333333,0.5407407407407407,0.8705882684528126
Heart disease,heart-statlog,1,49,Attribution Gini spread,0.08333333333333333,0.6222222222222222,0.8681820413545305
Heart disease,heart-statlog,1,49,Low confidence,0.25,0.8518518518518519,0.04194519463972784
Heart disease,heart-statlog,1,49,SEF-entropy rank correlation,0.027789839339991317,,
Blood transfusion,blood-transfusion-service-center,1,0,SEF conflict,0.10526315789473684,0.4860390905464699,0.21964790311271878
Blood transfusion,blood-transfusion-service-center,1,0,Attribution entropy,0.15151515151515152,0.511168727562824,0.7722035972319505
Blood transfusion,blood-transfusion-service-center,1,0,Attribution Gini spread,0.14705882352941177,0.5063821300358995,0.5767617438613908
Blood transfusion,blood-transfusion-service-center,1,0,Low confidence,0.36363636363636365,0.6483845233346629,0.22112322375535903
Blood transfusion,blood-transfusion-service-center,1,0,SEF-entropy rank correlation,0.6104645146928157,,
Blood transfusion,blood-transfusion-service-center,1,1,SEF conflict,0.2727272727272727,0.5601851851851851,0.22186458266154704
Blood transfusion,blood-transfusion-service-center,1,1,Attribution entropy,0.30303030303030304,0.5838675213675214,0.8191240082203582
Blood transfusion,blood-transfusion-service-center,1,1,Attribution Gini spread,0.2727272727272727,0.6048789173789174,0.61538600778981
Blood transfusion,blood-transfusion-service-center,1,1,Low confidence,0.36363636363636365,0.692485754985755,0.22954141124472674
Blood transfusion,blood-transfusion-service-center,1,1,SEF-entropy rank correlation,0.6305827637091969,,
Blood transfusion,blood-transfusion-service-center,1,2,SEF conflict,0.24242424242424243,0.635064935064935,0.21472022388770692
Blood transfusion,blood-transfusion-service-center,1,2,Attribution entropy,0.3333333333333333,0.716017316017316,0.791610568362235
Blood transfusion,blood-transfusion-service-center,1,2,Attribution Gini spread,0.3333333333333333,0.7108225108225108,0.5937010178428669
Blood transfusion,blood-transfusion-service-center,1,2,Low confidence,0.2727272727272727,0.7082251082251082,0.22268639837751888
Blood transfusion,blood-transfusion-service-center,1,2,SEF-entropy rank correlation,0.6243842389770318,,
Blood transfusion,blood-transfusion-service-center,1,3,SEF conflict,0.21212121212121213,0.5238336713995944,0.32579035637616516
Blood transfusion,blood-transfusion-service-center,1,3,Attribution entropy,0.24242424242424243,0.5393847194050034,0.8351097468285522
Blood transfusion,blood-transfusion-service-center,1,3,Attribution Gini spread,0.23529411764705882,0.5512170385395538,0.6321993033766128
Blood transfusion,blood-transfusion-service-center,1,3,Low confidence,0.24242424242424243,0.5721771467207573,0.19421683158972497
Blood transfusion,blood-transfusion-service-center,1,3,SEF-entropy rank correlation,0.5012301375262157,,
Blood transfusion,blood-transfusion-service-center,1,4,SEF conflict,0.2727272727272727,0.575242718446602,0.20572591729135803
Blood transfusion,blood-transfusion-service-center,1,4,Attribution entropy,0.24242424242424243,0.5471567267683772,0.7619161620445113
Blood transfusion,blood-transfusion-service-center,1,4,Attribution Gini spread,0.24242424242424243,0.569001386962552,0.5685977332857344
Blood transfusion,blood-transfusion-service-center,1,4,Low confidence,0.36363636363636365,0.6903606102635229,0.2178543679553342
Blood transfusion,blood-transfusion-service-center,1,4,SEF-entropy rank correlation,0.5559370370038358,,
Blood transfusion,blood-transfusion-service-center,1,5,SEF conflict,0.24242424242424243,0.5753225806451613,0.2666363379936401
Blood transfusion,blood-transfusion-service-center,1,5,Attribution entropy,0.18181818181818182,0.5311290322580644,0.8205287473769898
Blood transfusion,blood-transfusion-service-center,1,5,Attribution Gini spread,0.24242424242424243,0.5579032258064516,0.6214607261317351
Blood transfusion,blood-transfusion-service-center,1,5,Low confidence,0.30303030303030304,0.7020967741935484,0.234822932984439
Blood transfusion,blood-transfusion-service-center,1,5,SEF-entropy rank correlation,0.5536201509960247,,
Blood transfusion,blood-transfusion-service-center,1,6,SEF conflict,0.4473684210526316,0.654601571268238,0.2647452528563145
Blood transfusion,blood-transfusion-service-center,1,6,Attribution entropy,0.4090909090909091,0.5896464646464645,0.7981937839275741
Blood transfusion,blood-transfusion-service-center,1,6,Attribution Gini spread,0.40476190476190477,0.6059203142536476,0.6058037335100761
Blood transfusion,blood-transfusion-service-center,1,6,Low confidence,0.5588235294117647,0.8357182940516273,0.24135326223551076
Blood transfusion,blood-transfusion-service-center,1,6,SEF-entropy rank correlation,0.6241386897150262,,
Blood transfusion,blood-transfusion-service-center,1,7,SEF conflict,0.2727272727272727,0.6285714285714286,0.29104236801745637
Blood transfusion,blood-transfusion-service-center,1,7,Attribution entropy,0.2727272727272727,0.6216931216931216,0.8295521337815225
Blood transfusion,blood-transfusion-service-center,1,7,Attribution Gini spread,0.30303030303030304,0.6213403880070546,0.6239404156041868
Blood transfusion,blood-transfusion-service-center,1,7,Low confidence,0.36363636363636365,0.7169312169312169,0.25856621718682515
Blood transfusion,blood-transfusion-service-center,1,7,SEF-entropy rank correlation,0.6221014692040548,,
Blood transfusion,blood-transfusion-service-center,1,8,SEF conflict,0.09090909090909091,0.40135135135135136,0.223516964483469
Blood transfusion,blood-transfusion-service-center,1,8,Attribution entropy,0.12121212121212122,0.4466216216216216,0.8052738864880055
Blood transfusion,blood-transfusion-service-center,1,8,Attribution Gini spread,0.12121212121212122,0.4709459459459459,0.6108197940184229
Blood transfusion,blood-transfusion-service-center,1,8,Low confidence,0.2727272727272727,0.6173423423423424,0.20960512714068302
Blood transfusion,blood-transfusion-service-center,1,8,SEF-entropy rank correlation,0.5848191600600275,,
Blood transfusion,blood-transfusion-service-center,1,9,SEF conflict,0.21212121212121213,0.5696948682385576,0.18973719801765987
Blood transfusion,blood-transfusion-service-center,1,9,Attribution entropy,0.2727272727272727,0.6031553398058253,0.797745963019496
Blood transfusion,blood-transfusion-service-center,1,9,Attribution Gini spread,0.25,0.5951803051317615,0.5968603540188585
Blood transfusion,blood-transfusion-service-center,1,9,Low confidence,0.30303030303030304,0.569868238557559,0.1978904549227693
Blood transfusion,blood-transfusion-service-center,1,9,SEF-entropy rank correlation,0.6574563324216774,,
Blood transfusion,blood-transfusion-service-center,1,10,SEF conflict,0.18181818181818182,0.5696969696969696,0.2592832902217423
Blood transfusion,blood-transfusion-service-center,1,10,Attribution entropy,0.21212121212121213,0.5742424242424242,0.8453518960695917
Blood transfusion,blood-transfusion-service-center,1,10,Attribution Gini spread,0.21212121212121213,0.591991341991342,0.6392029866197548
Blood transfusion,blood-transfusion-service-center,1,10,Low confidence,0.25,0.6387445887445888,0.23184951266113266
Blood transfusion,blood-transfusion-service-center,1,10,SEF-entropy rank correlation,0.5505689294566131,,
Blood transfusion,blood-transfusion-service-center,1,11,SEF conflict,0.35294117647058826,0.5310897435897436,0.27366852990187074
Blood transfusion,blood-transfusion-service-center,1,11,Attribution entropy,0.29411764705882354,0.5963141025641027,0.822214618339351
Blood transfusion,blood-transfusion-service-center,1,11,Attribution Gini spread,0.3235294117647059,0.5947115384615386,0.620336133504992
Blood transfusion,blood-transfusion-service-center,1,11,Low confidence,0.4411764705882353,0.725801282051282,0.21724433124684991
Blood transfusion,blood-transfusion-service-center,1,11,SEF-entropy rank correlation,0.49985847999843114,,
Blood transfusion,blood-transfusion-service-center,1,12,SEF conflict,0.21212121212121213,0.573992673992674,0.26928818488173306
Blood transfusion,blood-transfusion-service-center,1,12,Attribution entropy,0.15151515151515152,0.539010989010989,0.8120487232262922
Blood transfusion,blood-transfusion-service-center,1,12,Attribution Gini spread,0.12121212121212122,0.5445054945054945,0.6112551012647557
Blood transfusion,blood-transfusion-service-center,1,12,Low confidence,0.23529411764705882,0.5631868131868132,0.23541219355680607
Blood transfusion,blood-transfusion-service-center,1,12,SEF-entropy rank correlation,0.6139539757319731,,
Blood transfusion,blood-transfusion-service-center,1,13,SEF conflict,0.18181818181818182,0.5307632398753894,0.26798220918772664
Blood transfusion,blood-transfusion-service-center,1,13,Attribution entropy,0.2727272727272727,0.6080607476635513,0.8054680586026911
Blood transfusion,blood-transfusion-service-center,1,13,Attribution Gini spread,0.2727272727272727,0.6310358255451713,0.6045030530557922
Blood transfusion,blood-transfusion-service-center,1,13,Low confidence,0.36363636363636365,0.7213785046728972,0.21685688833021585
Blood transfusion,blood-transfusion-service-center,1,13,SEF-entropy rank correlation,0.506406388799973,,
Blood transfusion,blood-transfusion-service-center,1,14,SEF conflict,0.21212121212121213,0.5785070785070785,0.2321502793303664
Blood transfusion,blood-transfusion-service-center,1,14,Attribution entropy,0.24242424242424243,0.6383526383526384,0.7861677139565928
Blood transfusion,blood-transfusion-service-center,1,14,Attribution Gini spread,0.24242424242424243,0.6619476619476619,0.5891095037963258
